-2.241441176929871654e+04,-7.995986653518387175e+04
-7.369112727290023759e+04,-1.214665304024895595e+05
1.338506086606543977e+04,-9.965883272552440758e+03
-1.709245979085295403e+04,1.464707432135527779e+04
-8.439138091007203911e+04,-3.379441084006021265e+04
-1.677164018732862314e+04,-1.214189152303331502e+04
-1.040261991297096247e+05,-8.550019360501042684e+04
-1.986541352178911256e+04,-7.083462687738111708e+04
-6.024878905912650953e+04,-3.504357557729324617e+04
-3.387021658032306732e+04,-4.731612515002897271e+04
