-7.694402954310239875e+04,-8.617087471992657811e+04,-6.145893138235779770e+04,1.377186754114182986e+04,-1.034879850656271010e+05,-6.966716359364207892e+04,-1.672475353020684270e+05,-1.796280305488479789e+05,7.596327155294944532e+03,-2.583198201576857173e+03
2.181352190422798740e+05,6.556808274374897883e+04,-8.683558209564755089e+04,2.062775559917415376e+05,4.087125565696002013e+04,8.181730810318712611e+04,-1.271683183894103568e+05,7.244540131201929398e+03,6.884402383375333739e+04,5.827857160755257064e+04
9.314362894113335642e+04,2.460507977264066722e+04,1.168410990177017811e+04,1.022945558171916346e+05,4.324810098378121620e+04,5.768385176018678612e+04,1.077163191986683705e+04,1.151083967918560120e+04,1.834846074428772772e+04,4.285557514716685546e+04
1.685528051017104881e+05,7.572363708908138506e+04,-6.880748586624227755e+04,8.636940399794443510e+04,6.828195323101585382e+04,7.044978171919404122e+04,4.453213508307642769e+03,8.081868695615598699e+04,1.021629797174344858e+05,-2.081095841085997745e+04
1.233236579783639463e+05,-1.999945166272580173e+04,-1.751237193494255771e+05,1.977210445790590893e+05,9.312968115279894846e+04,3.165957697481349460e+05,-2.279532412409496610e+05,1.875549899351853528e+05,3.255160184365217574e+05,1.204665103150243958e+05
1.227728157461658993e+05,2.046084575707670410e+03,-1.292170969802261970e+05,1.123197503202630760e+05,1.156266189104503719e+05,2.485923393731485412e+05,-1.027728617123698932e+05,1.876872658971825149e+05,2.977951941812374280e+05,3.843219286139561154e+04
2.259920377121343918e+05,6.912342404327238910e+04,-1.858247328640526393e+05,2.180118183870021021e+05,1.122684134009947884e+05,2.155741680040819338e+05,-2.034074614814112429e+05,1.203489831399454706e+05,2.346640579630642314e+05,1.039916322211055958e+05
2.349190409070652968e+05,1.307237925086392643e+05,-1.188839964904508379e+05,1.677927840757624654e+05,7.617171054139494663e+04,6.841444367888939450e+04,1.303327085927867302e+04,7.112600578727052198e+04,7.838645298798041767e+04,4.945287240382426535e+04
9.556042971026743180e+04,-8.421988857459703286e+04,-6.597566212073576753e+04,1.708324804967551026e+05,5.177005210951127810e+04,1.950768229739477683e+05,-2.165595328638245701e+05,6.323656141193534131e+04,2.622933467282363563e+05,4.745844690951632947e+04
1.369391088761122592e+04,-8.356816898097656667e+04,-1.060384653753758175e+05,8.358770387614233186e+04,4.293335403639721335e+04,2.363866482165454363e+05,-1.758758795491161873e+05,7.422205038827437966e+04,2.342734900163109705e+05,7.337107481231853308e+04
